Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Mean, Bwd Packet Length Mean,Flow Bytes/s, Flow Packets/s, Flow IAT Max,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count,Init_Win_bytes_forward, Init_Win_bytes_backward, min_seg_size_forward, Label
10.42.0.211-31.13.71.52-38037-443-6,10.42.0.211,38037,31.13.71.52,443,6,4/8/2017 2:49,0,0,0,0,0,1.069666296,2755132,0,0,0,0,1,0,1995,-1,32,BENIGN
10.42.0.151-10.42.0.1-44179-53-17,10.42.0.151,44179,10.42.0.1,53,17,13/06/2017 05:26:06,32,74,32,74,2181.563728,41.16157978,48589,0,0,0,0,0,0,-1,-1,32,ADWARE_EWIND
172.217.12.130-10.42.0.42-443-37537-6,10.42.0.42,37537,172.217.12.130,443,6,8/7/2017 9:15,55,0,55,0,13750000,500000,4,0,1,0,0,1,0,357,357,32,BENIGN
10.42.0.1-10.42.0.42-53-43223-17,10.42.0.42,43223,10.42.0.1,53,17,4/7/2017 2:29,29,145,29,145,1431.556777,16.4546756,121546,0,0,0,0,0,0,-1,-1,20,BENIGN
10.42.0.151-10.42.0.1-16414-53-17,10.42.0.151,16414,10.42.0.1,53,17,29/08/2017 02:32:19,42,102,42,102,2792.646032,38.78675045,51564,0,0,0,0,0,0,-1,-1,32,RANSOMWARE_RANSOMBO
172.217.11.34-10.42.0.151-80-48442-6,10.42.0.151,48442,172.217.11.34,80,6,5/8/2017 5:31,540,988,108,329.3333333,17.04248658,0.089227678,89552058,0,0,0,1,0,0,65535,340,32,BENIGN
10.42.0.211-54.230.55.29-41508-443-6,10.42.0.211,41508,54.230.55.29,443,6,31/08/2017 02:48:58,568,156,94.66666667,39,40.6720323,0.561768402,17584542,0,0,0,1,0,0,65535,118,32,RANSOMWARE_PORNDROID
192.229.173.173-10.42.0.42-80-60033-6,10.42.0.42,60033,192.229.173.173,80,6,30/06/2017 02:28:02,0,0,0,0,0,0.065758991,60799866,0,0,0,1,0,0,65535,283,32,SCAREWARE_FAKETAOBAO
172.217.9.234-10.42.0.211-443-56202-6,10.42.0.211,56202,172.217.9.234,443,6,20/06/2017 04:47:45,0,0,0,0,0,13.46130548,148574,0,0,0,0,1,1,383,-1,32,BENIGN
10.42.0.211-104.192.110.245-38599-80-6,10.42.0.211,38599,104.192.110.245,80,6,8/8/2017 5:48,902,11849,112.75,987.4166667,714.0438784,1.119980987,14995866,0,0,0,1,0,0,65535,33,20,BENIGN
10.42.0.211-27.221.54.190-32915-80-6,10.42.0.211,32915,27.221.54.190,80,6,5/8/2017 7:30,0,0,0,0,0,0.312039206,6409451,0,0,0,0,1,1,1753,-1,20,BENIGN
10.42.0.42-119.146.74.48-54437-80-6,10.42.0.42,54437,119.146.74.48,80,6,27/06/2017 03:45:16,0,0,0,0,0,1.282339809,1559649,0,0,0,0,1,1,2940,-1,20,SCAREWARE_FAKEAV
239.255.255.250-10.42.0.1-1900-48557-17,10.42.0.1,48557,239.255.255.250,1900,17,4/8/2017 11:41,688,0,172,0,229.0199577,1.331511382,1001516,0,0,0,0,0,0,-1,-1,20,BENIGN
172.217.3.110-10.42.0.42-443-53513-17,10.42.0.42,53513,172.217.3.110,443,17,28/06/2017 02:17:24,4299,2963,390.8181818,296.3,23943.13259,69.23792128,67969,0,0,0,0,0,0,-1,-1,44,SCAREWARE_FAKEAV
10.42.0.1-10.42.0.42-53-47604-17,10.42.0.42,47604,10.42.0.1,53,17,28/06/2017 12:14:05,31,225,31,225,141592.9204,1106.19469,1808,0,0,0,0,0,0,-1,-1,20,SCAREWARE_FAKEAV
172.217.2.170-10.42.0.211-443-35632-6,10.42.0.211,35632,172.217.2.170,443,6,16/06/2017 10:17:46,0,0,0,0,0,11.99321184,166761,0,0,0,0,1,1,383,-1,32,BENIGN
10.42.0.151-10.42.0.1-35312-53-17,10.42.0.151,35312,10.42.0.1,53,17,16/06/2017 11:48:30,30,149,30,149,479.3517237,5.355885181,373421,0,0,0,0,0,0,-1,-1,20,BENIGN
10.42.0.211-66.198.178.91-59669-443-6,66.198.178.91,443,10.42.0.211,59669,6,9/8/2017 5:38,31,0,10.33333333,0,359.1537873,69.51363626,62567,0,0,0,0,1,1,33,2418,20,BENIGN
10.42.0.151-119.146.74.34-59429-80-6,10.42.0.151,59429,119.146.74.34,80,6,28/06/2017 02:30:05,0,0,0,0,0,670.8032869,11219,0,0,0,0,1,0,1411,-1,20,SCAREWARE_FAKEAPPAL
198.232.125.123-10.42.0.151-443-40098-6,10.42.0.151,40098,198.232.125.123,443,6,26/06/2017 02:51:15,46,31,46,15.5,3080000,120000,13,0,1,0,0,1,0,31,31,20,SCAREWARE_FAKEAPPAL
10.42.0.211-10.42.0.1-38870-53-17,10.42.0.211,38870,10.42.0.1,53,17,26/06/2017 11:38:03,36,68,36,68,2129.271339,40.94752575,48843,0,0,0,0,0,0,-1,-1,40,SCAREWARE_ANDROIDDEFENDER
10.42.0.1-10.42.0.42-53-1896-17,10.42.0.42,1896,10.42.0.1,53,17,8/7/2017 11:35,32,91,32,91,110313.9013,1793.721973,1115,0,0,0,0,0,0,-1,-1,40,BENIGN
172.217.6.202-10.42.0.151-443-48685-6,10.42.0.151,48685,172.217.6.202,443,6,28/08/2017 01:51:51,279,0,31,0,3.033707722,0.097861539,46145761,0,1,0,0,1,0,1635,-1,32,RANSOMWARE_SIMPLOCKER
180.149.153.234-10.42.0.151-80-55071-6,10.42.0.151,55071,180.149.153.234,80,6,16/06/2017 05:53:48,708,222,236,55.5,348.3457883,2.621957546,2116707,0,0,0,1,0,0,65535,126,20,BENIGN
10.42.0.211-104.25.247.18-42665-80-6,10.42.0.211,42665,104.25.247.18,80,6,13/06/2017 07:46:35,0,0,0,0,0,0.265988679,15019875,0,0,0,1,0,0,65535,29,20,ADWARE_KEMOGE
202.77.129.150-10.42.0.151-80-33141-6,10.42.0.151,33141,202.77.129.150,80,6,19/06/2017 11:17:14,0,0,0,0,0,0.06844686,58193963,0,0,0,1,0,0,65535,14600,20,BENIGN
219.142.78.217-10.42.0.151-80-47310-6,10.42.0.151,47310,219.142.78.217,80,6,16/06/2017 01:08:44,0,0,0,0,0,0.335990486,11654970,0,0,0,1,0,0,65535,14480,32,ADWARE_GOOLIGAN
10.42.0.151-10.42.0.1-10641-53-17,10.42.0.151,10641,10.42.0.1,53,17,22/06/2017 05:08:51,41,57,41,57,356.4634461,7.274764207,274923,0,0,0,0,0,0,-1,-1,40,BENIGN
180.149.131.35-10.42.0.211-443-52534-6,10.42.0.211,52534,180.149.131.35,443,6,17/06/2017 06:07:45,0,0,0,0,0,1.588813903,1853755,0,0,0,0,1,0,1597,-1,20,BENIGN
10.42.0.42-121.12.98.64-45452-80-6,10.42.0.42,45452,121.12.98.64,80,6,23/06/2017 07:18:12,0,0,0,0,0,0.350607963,5704377,0,0,0,0,1,0,1643,-1,20,BENIGN
202.77.129.230-10.42.0.211-80-49674-6,10.42.0.211,49674,202.77.129.230,80,6,8/8/2017 3:36,392,23074,56,1214.421053,21581.97952,23.91253164,280965,0,0,0,1,0,0,65535,123,20,BENIGN
10.42.0.42-121.14.255.97-32898-80-6,10.42.0.42,32898,121.14.255.97,80,6,25/08/2017 09:48:01,372,2281,41.33333333,228.1,252.5539795,1.808716777,9639884,0,0,0,1,0,0,65535,206,20,RANSOMWARE_SVPENG
172.217.10.78-10.42.0.42-443-59059-17,10.42.0.42,59059,172.217.10.78,443,17,2/7/2017 10:11,6282,4124,369.5294118,217.0526316,824.3554821,2.851892884,12096035,0,0,0,0,0,0,-1,-1,20,BENIGN
192.229.163.180-10.42.0.42-443-44026-6,10.42.0.42,44026,192.229.163.180,443,6,22/06/2017 08:42:38,0,0,0,0,0,0.540815918,3698116,0,0,0,0,1,1,1595,-1,32,BENIGN
172.217.8.4-10.42.0.211-443-50531-6,10.42.0.211,50531,172.217.8.4,443,6,11/7/2017 10:04,2628,16243,105.12,492.2121212,162.6922112,0.500034351,107013176,0,0,0,1,0,0,65535,379,32,SMSMALWARE_SMSSNIFFER
10.42.0.151-52.84.7.118-33651-80-6,10.42.0.151,33651,52.84.7.118,80,6,31/08/2017 02:00:49,0,0,0,0,0,28.38006584,70472,0,0,0,0,1,1,118,-1,32,RANSOMWARE_SIMPLOCKER
172.217.7.2-10.42.0.151-443-45844-6,10.42.0.151,45844,172.217.7.2,443,6,21/06/2017 08:27:26,0,0,0,0,0,887.7052818,2253,0,0,0,0,1,0,1546,-1,32,BENIGN
10.42.0.1-10.42.0.42-53-53365-17,10.42.0.42,53365,10.42.0.1,53,17,2/7/2017 11:20,47,63,47,63,2154.708037,39.17650976,51051,0,0,0,0,0,0,-1,-1,32,BENIGN
172.217.2.110-10.42.0.151-443-51296-6,10.42.0.151,51296,172.217.2.110,443,6,16/06/2017 02:49:54,856,797,95.11111111,113.8571429,38.01919576,0.368001895,43247336,0,0,0,1,0,0,65535,349,32,ADWARE_FEIWO
10.42.0.211-120.25.205.31-55900-8080-6,10.42.0.211,55900,120.25.205.31,8080,6,14/06/2017 12:04:01,0,0,0,0,0,2.378918972,997447,0,0,0,1,0,0,65535,0,40,ADWARE_KOODOUS
172.217.6.206-10.42.0.211-443-34077-6,10.42.0.211,34077,172.217.6.206,443,6,27/06/2017 01:34:32,6527,28422,283.7826087,888.1875,673.3063184,1.05959677,50702119,0,0,0,0,1,0,1486,639,32,SCAREWARE_ANDROIDDEFENDER
10.42.0.211-10.42.0.1-54775-53-17,10.42.0.211,54775,10.42.0.1,53,17,4/8/2017 11:24,43,171,43,171,6667.70525,62.31500234,32095,0,0,0,0,0,0,-1,-1,32,BENIGN
10.42.0.211-106.39.219.11-43798-80-6,10.42.0.211,43798,106.39.219.11,80,6,22/06/2017 11:05:01,0,0,0,0,0,0.291123061,13483697,0,0,0,1,0,0,65535,14600,20,BENIGN
10.42.0.211-54.192.38.121-50425-443-6,10.42.0.211,50425,54.192.38.121,443,6,5/8/2017 11:15,31,0,31,0,704545.4545,45454.54545,44,0,1,0,0,1,0,130,130,32,BENIGN
10.42.0.151-101.37.103.105-60725-80-6,10.42.0.151,60725,101.37.103.105,80,6,15/06/2017 11:34:45,0,0,0,0,0,1.687844901,1184943,0,0,0,0,1,0,1386,-1,20,ADWARE_FEIWO
183.79.250.251-10.42.0.42-443-47098-6,10.42.0.42,47098,183.79.250.251,443,6,28/08/2017 12:05:02,0,0,0,0,0,51282.05128,39,0,0,0,0,1,0,2500,-1,32,RANSOMWARE_SVPENG
10.42.0.42-119.146.74.32-41432-443-6,10.42.0.42,41432,119.146.74.32,443,6,3/7/2017 4:45,0,0,0,0,0,0.075863593,39510814,0,0,0,0,1,0,1386,-1,20,BENIGN
199.16.156.107-10.42.0.42-443-58608-6,10.42.0.42,58608,199.16.156.107,443,6,28/08/2017 09:49:12,332,3346,41.5,478,274.2223396,1.118361907,13063696,0,0,0,1,0,0,65535,118,32,RANSOMWARE_SVPENG
10.42.0.151-123.125.125.56-38846-443-6,10.42.0.151,38846,123.125.125.56,443,6,23/06/2017 10:35:22,1861,11082,132.9285714,852.4615385,192.7474825,0.402084681,64992199,0,0,0,1,0,0,65535,17816,20,SCAREWARE_AVFORANDROID
10.42.0.211-10.42.0.1-38574-53-17,10.42.0.211,38574,10.42.0.1,53,17,15/06/2017 02:20:48,35,139,35,139,5420.391888,62.30335504,32101,0,0,0,0,0,0,-1,-1,40,ADWARE_GOOLIGAN
10.42.0.211-88.212.196.124-44821-443-6,10.42.0.211,44821,88.212.196.124,443,6,15/06/2017 12:00:14,1467,3933,146.7,491.625,295.4667683,0.984889228,17424872,0,0,0,1,0,0,65535,543,32,ADWARE_YOUMI
222.73.28.96-10.42.0.211-80-36046-6,222.73.28.96,80,10.42.0.211,36046,6,7/8/2017 7:23,0,0,0,0,0,464.3603436,4307,0,0,0,0,1,1,58,1369,20,BENIGN
172.217.9.228-10.42.0.42-443-39085-6,10.42.0.42,39085,172.217.9.228,443,6,4/7/2017 8:12,1044,864,130.5,108,5381.45429,45.12749929,77321,0,0,0,1,0,0,65535,349,32,BENIGN
10.42.0.211-52.40.87.241-36030-443-6,10.42.0.211,36030,52.40.87.241,443,6,21/06/2017 10:27:00,1609,3365,178.7777778,373.8888889,75.19738747,0.272125648,60709349,0,0,0,1,0,0,65535,119,32,BENIGN
224.0.0.251-10.42.0.42-5353-5353-17,10.42.0.42,5353,224.0.0.251,5353,17,6/7/2017 6:44,488,0,61,0,232.3678955,3.809309763,1157763,0,0,0,0,0,0,-1,-1,32,BENIGN
10.42.0.42-72.30.3.43-59454-443-6,10.42.0.42,59454,72.30.3.43,443,6,8/7/2017 10:19,0,0,0,0,0,0.070471821,42539676,0,0,0,0,1,0,1595,-1,32,BENIGN
10.42.0.1-10.42.0.42-53-7191-17,10.42.0.42,7191,10.42.0.1,53,17,26/06/2017 02:13:43,37,77,37,77,2344.376581,41.1294137,48627,0,0,0,0,0,0,-1,-1,32,MALWARE
10.42.0.42-119.146.74.48-38201-80-6,10.42.0.42,38201,119.146.74.48,80,6,26/06/2017 12:57:25,0,0,0,0,0,0.332527508,6014540,0,0,0,0,1,1,2803,-1,20,SCAREWARE_AVPASS
180.149.134.221-10.42.0.211-80-54071-6,180.149.134.221,80,10.42.0.211,54071,6,6/7/2017 6:49,0,0,0,0,0,540.394488,3701,0,0,0,0,1,1,46,1369,20,BENIGN
10.42.0.42-52.84.40.10-41219-443-6,10.42.0.42,41219,52.84.40.10,443,6,30/06/2017 03:13:58,0,0,0,0,0,0.067238018,44579789,0,0,0,0,1,0,1419,-1,32,SMSMALWARE_FAKEINST
183.79.249.124-10.42.0.211-443-32777-6,10.42.0.211,32777,183.79.249.124,443,6,22/08/2017 10:11:49,0,0,0,0,0,0.214529849,9322712,0,0,0,0,1,0,2591,-1,32,RANSOMWARE_JISUT
10.42.0.151-10.42.0.1-13488-53-17,10.42.0.151,13488,10.42.0.1,53,17,13/06/2017 03:29:54,32,91,32,91,1877.719258,30.53202046,65505,0,0,0,0,0,0,-1,-1,40,ADWARE_EWIND
10.42.0.151-10.42.0.1-23098-53-17,10.42.0.151,23098,10.42.0.1,53,17,14/06/2017 02:50:09,34,80,34,80,306.092037,5.370035738,372437,0,0,0,0,0,0,-1,-1,20,ADWARE_SHUANET
10.42.0.42-104.193.88.109-58827-80-6,10.42.0.42,58827,104.193.88.109,80,6,1/7/2017 9:46,0,0,0,0,0,9.176753448,217942,0,0,0,0,1,0,3089,-1,32,BENIGN
10.42.0.42-104.244.43.131-60066-443-6,10.42.0.42,60066,104.244.43.131,443,6,3/7/2017 2:05,3500,44546,97.22222222,1142.205128,4181.738425,6.527710567,10085531,0,0,0,1,0,0,65535,72,32,BENIGN
10.42.0.42-64.71.142.96-53059-443-6,10.42.0.42,53059,64.71.142.96,443,6,2/7/2017 11:22,327,3059,40.875,611.8,13816.79888,53.04736722,72349,0,0,0,1,0,0,65535,31,20,BENIGN
216.58.219.227-10.42.0.211-443-33737-6,10.42.0.211,33737,216.58.219.227,443,6,30/08/2017 10:37:32,736,166,122.6666667,41.5,49.04743839,0.543763175,18133302,0,0,0,1,0,0,65535,175,32,RANSOMWARE_PORNDROID
182.22.31.124-10.42.0.42-443-38455-6,10.42.0.42,38455,182.22.31.124,443,6,20/06/2017 05:45:32,329,5244,36.55555556,582.6666667,422.1584957,1.363512098,12580514,0,0,0,1,0,0,65535,32,32,BENIGN
10.42.0.211-66.198.24.253-58455-443-6,10.42.0.211,58455,66.198.24.253,443,6,21/06/2017 04:09:28,337,3714,37.44444444,464.25,291.4007362,1.222861643,12458230,0,0,0,1,0,0,65535,31,20,BENIGN
169.47.42.227-10.42.0.151-443-41060-6,169.47.42.227,443,10.42.0.151,41060,6,30/08/2017 10:04:45,861,1546,22.07692308,35.95348837,22.40175914,0.763167532,40977725,0,1,0,0,1,0,1435,1435,32,RANSOMWARE_RANSOMBO
192.229.173.173-10.42.0.211-80-49072-6,10.42.0.211,49072,192.229.173.173,80,6,4/8/2017 6:15,0,0,0,0,0,0.317736126,9311196,0,0,0,0,1,1,287,-1,32,BENIGN
173.194.206.188-10.42.0.42-5228-40242-6,10.42.0.42,40242,173.194.206.188,5228,6,7/8/2017 3:21,1060,338,530,169,1728.599921,4.94592252,618705,0,1,0,0,1,0,1904,279,32,BENIGN
203.205.179.172-10.42.0.42-80-41945-6,10.42.0.42,41945,203.205.179.172,80,6,4/7/2017 1:53,0,0,0,0,0,0.369068652,10808808,0,0,0,1,0,0,65535,14280,32,BENIGN
10.42.0.211-10.42.0.1-52480-53-17,10.42.0.211,52480,10.42.0.1,53,17,30/08/2017 09:20:19,34,80,34,80,117163.4121,2055.498458,973,0,0,0,0,0,0,-1,-1,32,RANSOMWARE_CHARGER
10.42.0.211-72.247.70.190-33928-80-6,10.42.0.211,33928,72.247.70.190,80,6,14/06/2017 11:47:50,0,0,0,0,0,183.908046,10875,0,0,0,0,1,0,1460,939,32,ADWARE_DOWGIN
10.42.0.42-23.205.16.85-58418-80-6,10.42.0.42,58418,23.205.16.85,80,6,7/7/2017 12:04,0,0,0,0,0,18.87077295,105984,0,0,0,0,1,1,942,-1,32,BENIGN
239.255.255.250-10.42.0.1-1900-53699-17,10.42.0.1,53699,239.255.255.250,1900,17,21/08/2017 05:28:25,688,0,172,0,229.0246082,1.33153842,1001730,0,0,0,0,0,0,-1,-1,32,RANSOMWARE_JISUT
10.42.0.42-23.208.86.153-45258-80-6,10.42.0.42,45258,23.208.86.153,80,6,7/7/2017 6:05,0,0,0,0,0,26.79851536,74631,0,0,0,0,1,1,1150,-1,32,BENIGN
172.217.2.163-10.42.0.151-443-56177-6,10.42.0.151,56177,172.217.2.163,443,6,20/06/2017 08:05:21,0,0,0,0,0,53.53319058,37360,0,0,0,0,1,0,1546,-1,32,BENIGN
10.42.0.42-64.71.142.124-48045-80-6,10.42.0.42,48045,64.71.142.124,80,6,19/06/2017 07:40:49,0,0,0,0,0,0.063848082,31324355,0,0,0,0,1,0,1369,-1,20,BENIGN
10.42.0.151-10.42.0.1-18434-53-17,10.42.0.151,18434,10.42.0.1,53,17,14/06/2017 10:06:52,32,48,32,48,2564.102564,64.1025641,31200,0,0,0,0,0,0,-1,-1,32,ADWARE_SHUANET
175.100.207.231-10.42.0.211-80-45854-6,10.42.0.211,45854,175.100.207.231,80,6,5/8/2017 9:34,0,0,0,0,0,0.323786384,6176912,0,0,0,0,1,0,1396,-1,20,BENIGN
172.217.12.193-10.42.0.151-443-40222-6,10.42.0.151,40222,172.217.12.193,443,6,14/06/2017 03:33:05,600,5771,60,721.375,25754.52554,72.76431638,74706,0,0,0,1,0,0,65535,349,32,ADWARE_SHUANET
10.42.0.151-106.39.169.66-57507-443-6,106.39.169.66,443,10.42.0.151,57507,6,19/06/2017 08:03:20,31,0,15.5,0,14385.15081,1856.148492,1924,0,1,0,0,1,1,177,0,20,BENIGN
10.42.0.211-52.84.29.154-40196-443-6,52.84.29.154,443,10.42.0.211,40196,6,7/8/2017 3:35,0,0,0,0,0,996.5122073,2007,0,0,0,0,1,1,118,1386,32,BENIGN
202.77.129.150-10.42.0.211-443-54395-6,10.42.0.211,54395,202.77.129.150,443,6,25/08/2017 01:50:17,950,4053,135.7142857,579,4529.659628,12.67544169,283806,0,0,0,1,0,0,65535,140,20,RANSOMWARE_LOCKERPIN
10.42.0.151-10.42.0.1-1873-53-17,10.42.0.151,1873,10.42.0.1,53,17,23/06/2017 03:59:36,38,242,38,242,4572.025734,32.65732667,61242,0,0,0,0,0,0,-1,-1,32,SCAREWARE_AVFORANDROID
10.42.0.211-103.235.46.39-60393-80-6,10.42.0.211,60393,103.235.46.39,80,6,13/06/2017 05:23:02,423,1082,84.6,216.4,49.04814018,0.325901264,29793997,0,0,0,1,0,0,65535,812,20,ADWARE_KEMOGE
182.22.24.124-10.42.0.211-443-41697-6,10.42.0.211,41697,182.22.24.124,443,6,8/8/2017 2:58,0,0,0,0,0,0.343765942,8696106,0,0,0,0,1,0,1912,-1,32,BENIGN
10.42.0.151-119.146.74.33-44754-443-6,10.42.0.151,44754,119.146.74.33,443,6,28/08/2017 01:43:00,1177,10224,73.5625,568,187.5180666,0.559215355,59918491,0,0,0,1,0,0,65535,4487,20,RANSOMWARE_SIMPLOCKER
172.217.11.34-10.42.0.42-443-57628-17,10.42.0.42,57628,172.217.11.34,443,17,28/06/2017 03:25:11,3213,5244,459,749.1428571,24394.6059,40.38364462,62700,0,0,0,0,0,0,-1,-1,20,SMSMALWARE_BIIGE
175.100.207.231-10.42.0.211-443-57541-6,10.42.0.211,57541,175.100.207.231,443,6,14/06/2017 01:17:11,0,0,0,0,0,0.696582202,5256216,0,0,0,1,0,0,65535,29,20,ADWARE_MOBIDASH
10.42.0.151-10.42.0.1-60351-53-17,10.42.0.151,60351,10.42.0.1,53,17,5/8/2017 12:12,39,243,39,243,4555.146346,32.30600246,61908,0,0,0,0,0,0,-1,-1,32,BENIGN
10.42.0.211-64.71.142.120-55236-443-6,64.71.142.120,443,10.42.0.211,55236,6,14/06/2017 08:12:41,0,0,0,0,0,315.9308112,7486,0,0,0,0,1,1,69,8170,20,ADWARE_MOBIDASH
172.217.10.238-10.42.0.151-443-39277-6,10.42.0.151,39277,172.217.10.238,443,6,21/07/2017 02:55:45,0,0,0,0,0,0.479661973,4169603,0,0,0,0,1,1,1403,-1,32,BENIGN
172.217.3.97-10.42.0.151-443-33947-6,10.42.0.151,33947,172.217.3.97,443,6,14/06/2017 07:53:44,650,0,325,0,1351.674517,4.158998513,480885,0,1,0,0,1,1,1635,-1,32,ADWARE_SHUANET
182.22.24.124-10.42.0.211-443-41677-6,10.42.0.211,41677,182.22.24.124,443,6,8/8/2017 2:58,714,22519,44.625,1023.590909,1994.691012,3.262525652,9759355,0,0,0,1,0,0,65535,32,32,BENIGN
10.42.0.151-104.27.147.18-51297-80-6,104.27.147.18,80,10.42.0.151,51297,6,15/06/2017 04:19:23,0,0,0,0,0,1079.913607,1852,0,0,0,0,1,1,30,1386,20,ADWARE_GOOLIGAN
10.42.0.211-10.42.0.1-60398-53-17,10.42.0.211,60398,10.42.0.1,53,17,28/06/2017 09:32:56,29,45,29,45,1538.269655,41.57485553,48106,0,0,0,0,0,0,-1,-1,20,SCAREWARE_FAKEAPP
10.42.0.211-108.168.176.217-33850-443-6,108.168.176.217,443,10.42.0.211,33850,6,29/06/2017 09:22:56,1888,0,236,0,67.19825182,0.32033065,12038555,0,1,0,0,1,0,514,0,32,SCAREWARE_FAKEJOBOFFER
180.76.135.16-10.42.0.211-80-38440-6,10.42.0.211,38440,180.76.135.16,80,6,29/08/2017 03:43:49,551,0,183.6666667,0,1172.026223,12.762536,233077,0,0,0,1,0,0,65535,400,32,RANSOMWARE_CHARGER
10.42.0.211-106.39.169.66-43668-443-6,10.42.0.211,43668,106.39.169.66,443,6,31/08/2017 08:52:51,3838,3257,426.4444444,465.2857143,7172.201578,16.17409799,240430,0,0,0,1,0,0,65535,177,20,RANSOMWARE_PORNDROID
10.42.0.151-10.42.0.1-43538-53-17,10.42.0.151,43538,10.42.0.1,53,17,28/06/2017 10:32:19,31,181,31,181,86.32030779,0.814342526,2455969,0,0,0,0,0,0,-1,-1,20,SCAREWARE_FAKEAPPAL
172.217.10.67-10.42.0.151-443-44579-6,10.42.0.151,44579,172.217.10.67,443,6,21/06/2017 06:10:43,0,0,0,0,0,16.57756227,120645,0,0,0,0,1,1,349,-1,32,BENIGN
10.42.0.211-104.254.66.16-56448-80-6,10.42.0.211,56448,104.254.66.16,80,6,8/8/2017 4:32,0,0,0,0,0,1.215852036,1644937,0,0,0,0,1,0,1369,-1,20,BENIGN
10.42.0.211-106.39.162.36-49669-80-6,10.42.0.211,49669,106.39.162.36,80,6,21/08/2017 03:52:55,1201,458,240.2,91.6,54.36022585,0.327668631,29794201,0,0,0,1,0,0,65535,532,20,RANSOMWARE_JISUT
10.42.0.151-13.107.3.128-51575-443-6,13.107.3.128,443,10.42.0.151,51575,6,16/06/2017 09:56:47,0,0,0,0,0,248.5913159,12038,0,0,0,0,1,0,1024,-1,32,BENIGN
10.42.0.151-64.71.142.96-54731-80-6,10.42.0.151,54731,64.71.142.96,80,6,13/06/2017 09:38:05,0,0,0,0,0,66.06547088,30273,0,0,0,0,1,1,34,-1,20,ADWARE_EWIND
10.42.0.211-103.212.0.53-47802-80-6,10.42.0.211,47802,103.212.0.53,80,6,14/06/2017 09:14:29,0,0,0,0,0,2.445308635,1198035,0,0,0,0,1,0,1369,-1,20,ADWARE_KOODOUS
10.42.0.211-123.125.29.138-49409-80-6,10.42.0.211,49409,123.125.29.138,80,6,13/06/2017 06:19:53,0,0,0,0,0,653.381248,3061,0,0,0,0,1,0,1415,-1,20,ADWARE_KEMOGE
140.205.243.64-10.42.0.42-443-42715-6,140.205.243.64,443,10.42.0.42,42715,6,8/8/2017 1:28,0,0,0,0,0,768.935025,2601,0,0,0,0,1,1,15415,65535,20,BENIGN
10.42.0.211-108.174.10.10-53848-443-6,10.42.0.211,53848,108.174.10.10,443,6,23/06/2017 06:12:05,31,0,31,0,720930.2326,46511.62791,43,0,1,0,0,1,0,16,16,32,BENIGN
10.42.0.42-31.13.71.3-49795-443-6,10.42.0.42,49795,31.13.71.3,443,6,26/06/2017 11:26:37,0,0,0,0,0,10256.41026,195,1,0,0,0,0,0,0,-1,20,SCAREWARE_AVPASS
172.217.12.170-10.42.0.42-443-41549-6,10.42.0.42,41549,172.217.12.170,443,6,5/8/2017 6:36,61,0,12.2,0,1309.574925,107.342207,33581,0,0,0,0,1,0,2363,-1,32,BENIGN
10.42.0.42-106.39.169.66-45334-80-6,10.42.0.42,45334,106.39.169.66,80,6,7/7/2017 4:52,0,0,0,0,0,7.731052158,258697,0,0,0,0,1,1,1369,160,20,BENIGN
10.42.0.151-10.42.0.1-51100-53-17,10.42.0.151,51100,10.42.0.1,53,17,13/06/2017 01:21:19,31,88,31,88,41.03656289,0.689690133,2899853,0,0,0,0,0,0,-1,-1,20,ADWARE_FEIWO
10.42.0.211-46.166.184.102-43087-80-6,10.42.0.211,43087,46.166.184.102,80,6,31/08/2017 09:48:32,753,2148,251,429.6,14013.61267,38.64491602,100347,0,0,0,1,0,0,65535,239,32,RANSOMWARE_PORNDROID
172.217.12.208-10.42.0.151-443-39587-6,10.42.0.151,39587,172.217.12.208,443,6,30/06/2017 04:12:21,0,0,0,0,0,16.89503117,118378,0,0,0,0,1,1,390,-1,32,SCAREWARE_PENETHO
173.194.66.154-10.42.0.42-443-49658-6,10.42.0.42,49658,173.194.66.154,443,6,28/06/2017 02:44:09,975,5252,69.64285714,350.1333333,24793.45424,115.4665446,49594,0,0,0,1,0,0,65535,179,32,SCAREWARE_FAKEAV
10.42.0.42-23.194.140.226-56089-80-6,10.42.0.42,56089,23.194.140.226,80,6,2/7/2017 6:58,0,0,0,0,0,0.394850673,10104758,0,0,0,1,0,0,65535,28960,32,BENIGN
10.42.0.151-10.42.0.1-20289-53-17,10.42.0.151,20289,10.42.0.1,53,17,6/7/2017 8:52,30,140,30,140,3357.693067,39.50227138,50630,0,0,0,0,0,0,-1,-1,32,BENIGN
10.42.0.211-91.190.218.58-45154-12350-6,10.42.0.211,45154,91.190.218.58,12350,6,12/7/2017 2:30,5,5,1.666666667,5,1.132889913,0.453155965,8679264,0,1,0,0,1,0,1386,9,32,SMSMALWARE_SMSSNIFFER
10.42.0.211-64.71.142.110-36915-443-6,10.42.0.211,36915,64.71.142.110,443,6,19/06/2017 03:00:10,1345,9749,122.2727273,749.9230769,22958.24926,49.66630452,170788,0,0,0,1,0,0,65535,35,20,BENIGN
